SOURCE|NIVEAU|NUMERO|LIBELLE
CUSTOM|3|404040040006|CAFE LIQUIDE PRET A BOIRE
CUSTOM|3|404040040007|CAFE MOULU ARABICA
CUSTOM|3|404040040008|CAFE MOULU ROBUSTA
CUSTOM|3|404040040009|DOSETTES SOUPLES
CUSTOM|3|404040040010|DOSETTE SYSTEME FERMEE
CUSTOM|3|404040060001|NON AFFECTE
CUSTOM|3|404040060002|POUDRES DE CHOCOLAT ENFANTS
CUSTOM|3|404040060003|POUDRES DE CHOCOLAT ADULTES
CUSTOM|3|404040060004|NON AFFECTE
CUSTOM|3|404040080001|NON AFFECTE
CUSTOM|3|404040080002|BARRES CEREALIERES
CUSTOM|3|404040080003|SNACKING CEREALES
CUSTOM|3|404040080004|CEREALES ADULTES
CUSTOM|3|404040080005|CEREALES ENFANTS
CUSTOM|3|404040100001|THE
CUSTOM|3|404040100002|INFUSIONS
CUSTOM|3|404040120001|TABLETTES FAMILIALES
CUSTOM|3|404040120002|TABLETTES DEGUSTATION
CUSTOM|3|404040120003|TABLETTES FOURREES
CUSTOM|3|404040120004|BLOCS GOURMANDS
CUSTOM|3|404040120005|TABLETTES DESSERTS
CUSTOM|3|404040120006|NON AFFECTE
CUSTOM|3|404040130001|PETITE CONFISERIE DE POCHE
CUSTOM|3|404040130002|CHEWING GUM
CUSTOM|3|404040130003|CONFISERIE DE CHOCOLAT (DDC)
CUSTOM|3|404040140001|NON AFFECTE
CUSTOM|3|404040140002|NON AFFECTE
CUSTOM|3|404040140003|NON AFFECTE
CUSTOM|3|404040140004|BARRES
CUSTOM|3|404040140005|DRAGEES BILLES ET OEUFS
CUSTOM|3|404040140006|NON AFFECTE
CUSTOM|3|404040140007|NON AFFECTE
CUSTOM|3|404040140008|NON AFFECTE
CUSTOM|3|404040140009|A OFFRIR ET A PARTAGER
CUSTOM|3|404040140010|NON AFFECTE
CUSTOM|3|404040140011|SNACKING CONFISERIE
CUSTOM|3|404040150001|CONFISERIE ADULTE
CUSTOM|3|404040150002|CONFISERIE ENFANT
CUSTOM|3|404040150003|CONFISERIE PARTAGE
CUSTOM|3|404040160001|BOITES MAISON
CUSTOM|3|404040160002|BOITES DECOR
CUSTOM|3|404040160003|SPECIALITES DE NOEL
CUSTOM|3|404040160004|BOITAGES PERMANENTS
CUSTOM|3|404040160005|TRUFFE NOUGAT PATE FRUIT MARRO
CUSTOM|3|404040160006|LIQUEURS ET CERISES
CUSTOM|3|404040160007|CHOCOLATS FRAICHEUR
CUSTOM|3|404040160008|PRALINES ET BOULES
CUSTOM|3|404040160009|PAPILLOTES
CUSTOM|3|404040160010|CONCEPTS ENFANTS
CUSTOM|3|404040160011|BOUTIQUES CHOCOLATS NOEL
CUSTOM|3|404040180001|POULES
CUSTOM|3|404040180002|OEUFS
CUSTOM|3|404040180003|OEUFS FLAMME
CUSTOM|3|404040180004|OEUFS FLAMME SURPRISE
CUSTOM|3|404040180005|LAPINS
CUSTOM|3|404040180006|CLOCHES
CUSTOM|3|404040180007|POISSONS
CUSTOM|3|404040180008|MOULAGES DIVERS
CUSTOM|3|404040180009|SACHET DE MOULAGES
CUSTOM|3|404040180010|FANTAISIE
CUSTOM|3|404040180011|CONCEPT ENFANT
CUSTOM|3|404040180012|CONCEPT ADULTE
CUSTOM|3|404040180013|CONFISERIE OEUFS
CUSTOM|3|404040180014|CONFISERIE FRITURE
CUSTOM|3|404040180015|AUTRES CONFISERIE
CUSTOM|3|404040180016|NOUGATS NOUGATINES CALISSONS
CUSTOM|3|404040180017|PATES DE FRUITS
CUSTOM|3|404040180018|BOUTIQUES CHOCOLATS PAQUES
CUSTOM|3|404040200001|DESSERTS A CONSOMMER
CUSTOM|3|404040200002|DESSERTS A PREPARATION LACTES
CUSTOM|3|404040200003|NON AFFECTE
CUSTOM|3|404040200004|PRODUITS POUR LA PATISSERIE
CUSTOM|3|404040200005|PREPARATION POUR GATEAUX
CUSTOM|3|404040220001|LAITS CONCENTRES SUCRES
CUSTOM|3|404040220002|LAITS CONCENTRES NON SUCRES
CUSTOM|3|404040220003|LAIT EN POUDRE
CUSTOM|3|404040220004|NON AFFECTE
CUSTOM|3|404040220005|NON AFFECTE
CUSTOM|3|404040240001|SUCRE BLANC
CUSTOM|3|404040240002|NON AFFECTE
CUSTOM|3|404040240003|SUCRE ROUX
CUSTOM|3|404040240004|SUCRE POUR CONFITURE
CUSTOM|3|404040240005|SUCRE PATISSIER ARO & DECOR
CUSTOM|3|404040240006|EDULCORANTS
CUSTOM|3|404040260001|NON AFFECTE
CUSTOM|3|404040260002|NON AFFECTE
CUSTOM|3|404040260003|CREMES MARRONS/PRUNEAUX
CUSTOM|3|404040260004|GELEES
CUSTOM|3|404040260005|FRUITS AU SIROP
CUSTOM|3|404040260006|MIEL
CUSTOM|3|404040260007|PATES A TARTINER
CUSTOM|3|404040260008|SNACK COMPOTE FRUIT AU SIROP
CUSTOM|3|404040260009|SIROP D ERABLE
CUSTOM|3|404040260010|CONFITURES
CUSTOM|3|404040260011|CONFITURE ALLEGEE ET ASSIMILEE
CUSTOM|3|404040260012|COMPOTES GOURDES
CUSTOM|3|404040260013|COMPOTES COUPELLES
CUSTOM|3|404040260014|COMPOTES BOCAUX / BOITES FER
CUSTOM|3|404040280001|NON AFFECTE
CUSTOM|3|404040280002|NON AFFECTE
CUSTOM|3|404040280003|CEREALES POUR ENFANTS
CUSTOM|3|404040280004|JUS/BOISSONS INFANTILES
CUSTOM|3|404040280005|POTAGES LIQUIDES POUR ENFANTS
CUSTOM|3|404040280006|LEGUMES
CUSTOM|3|404040280007|LEGUMES VIANDES
CUSTOM|3|404040280008|DESSERT FRUIT
CUSTOM|3|404040280009|DESSERT LACTE
CUSTOM|3|404040280010|LEGUMES POISSONS
CUSTOM|3|404040280011|ALIMENTATION POUR BEBE FRAIS
CUSTOM|3|404040280012|BISCUITS
CUSTOM|3|404040280013|LAIT 1ER AGE
CUSTOM|3|404040280014|LAIT 2EME AGE
CUSTOM|3|404040280015|LAIT DE CROISSANCE
CUSTOM|3|404040290001|VRAC ALIMENTATION INFANTILE
CUSTOM|3|404040300001|PANIFICATION
CUSTOM|3|404040300002|BISCUITERIE
CUSTOM|3|404040300003|CEREALES PETIT DEJ
CUSTOM|3|404040300004|ACCOMPAGNEMENT REPAS/FECULENTS
CUSTOM|3|404040300005|NON AFFECTE
CUSTOM|3|404040300006|GALETTE
CUSTOM|3|404040300007|NON AFFECTE
CUSTOM|3|404040300008|REPAS
CUSTOM|3|404040300009|BOISSONS VEGETALES
CUSTOM|3|404040300010|JUS
CUSTOM|3|404040300011|AIDES A LA CUISINE
CUSTOM|3|404040300012|BOISSONS CHAUDES
CUSTOM|3|404040300013|DESSERT DE FRUITS
CUSTOM|3|404040300014|NON AFFECTE
CUSTOM|3|404040300015|SALE
CUSTOM|3|404040300016|CONFITURES ET PATES A TARTINER
CUSTOM|3|404040300017|PRODUITS SALES APPERITIFS
CUSTOM|3|404040300018|CHOCOLAT/CONFISERIE
CUSTOM|3|404040300019|DESSERTS VEGETAUX
CUSTOM|3|404040300020|SOUPE
CUSTOM|3|404040320001|COMPLEMENT ALIMENTAIRE
CUSTOM|3|404040320002|NON AFFECTE
CUSTOM|3|404040320003|NON AFFECTE
CUSTOM|3|404040320004|EFFORT
CUSTOM|3|404040320005|MINCEUR
CUSTOM|3|404040320006|SANS GLUTEN
CUSTOM|3|404040320007|BIEN ETRE
CUSTOM|3|404040320008|AUTRE SANTE
CUSTOM|3|404040340001|CONSERVE DE LEGUMES
CUSTOM|3|404040340002|CONSERVE DE POISSONS
CUSTOM|3|404040340003|HUILE ET VINAIGRE
CUSTOM|3|404040340004|CONDIMENTS ET SAUCES
CUSTOM|3|404040340005|CONFITURE ET TARTINABLE
CUSTOM|3|404040340006|BISCUITERIE SUCREE/PATISSERIE
CUSTOM|3|404040340007|BISCUITERIE SALEE
CUSTOM|3|404040340008|NON AFFECTE
CUSTOM|3|404040340009|NON AFFECTE
CUSTOM|3|404040340010|PATE CONFIT FOIE GRAS
CUSTOM|3|404040340011|PLATS CUISINES
CUSTOM|3|404040340012|PATES RIZ FECULENTS
CUSTOM|3|404040340013|EPICES POIVRE ET SEL
CUSTOM|3|404040340014|THE ET BOISSON
CUSTOM|3|404040340015|BONBONS ET CONFISERIES
CUSTOM|3|404040340016|AUTRES
CUSTOM|3|404040360001|VRAC BIO SPECIALISTE
CUSTOM|3|404040380001|VRAC UNIVERS PETIT DEJEUNER
CUSTOM|3|404040400001|VRAC UNIVERS BOISSONS CHAUDES
CUSTOM|3|404040420001|VRAC UNIVERS CONFISERIE
CUSTOM|3|404040440001|VRAC UNIVERS GOUTER
CUSTOM|3|404040460001|VRAC UNIVERS DESSERT
CUSTOM|3|404242000001|EXOT CHINE/VIETNAM/THAILANDE
CUSTOM|3|404242000002|EXOT JAPON / COREE
CUSTOM|3|404242000003|NON AFFECTE
CUSTOM|3|404242000004|EXOTIQUE TEX MEX
CUSTOM|3|404242000005|EXOTIQUE INDE
CUSTOM|3|404242000006|COMM GRECE/TURQUIE/LIBAN
CUSTOM|3|404242000007|COMMUNAUTE ITALIE
CUSTOM|3|404242000008|COMMUNAUTE ESPAGNE
CUSTOM|3|404242000009|COMMUNAUTE  PORTUGAL
CUSTOM|3|404242000010|COMMUNAUTE ANGLO SAXONNE
CUSTOM|3|404242000011|COMMUNAUTE HOLLANDAISE
CUSTOM|3|404242000012|COMMUNAUTE CREOLE
CUSTOM|3|404242000013|AUTRES ORIGINES
CUSTOM|3|404242000014|RELIGIEUX HALAL
CUSTOM|3|404242000015|RELIGIEUX CASHER
CUSTOM|3|404242020001|FARINES ORDINAIRES
CUSTOM|3|404242020002|FARINES SPECIALES ET LIANTS
CUSTOM|3|404242020003|FARINE PREPA PAINS
CUSTOM|3|404242020004|SEMOULES
CUSTOM|3|404242020005|FARINE PREPA AUTRES
CUSTOM|3|404242020006|CHAPELURE
CUSTOM|3|404242040001|PATES DE QUALITES SUPERIEURES
CUSTOM|3|404242040002|PATES AUX OEUFS
CUSTOM|3|404242040003|NON AFFECTE
CUSTOM|3|404242040004|PATES AROMATISEES ET FARCIES
CUSTOM|3|404242040005|PATES DOYPAK, CUP
CUSTOM|3|404242040006|PATES CUISSON RAPIDE
CUSTOM|3|404242040007|PATES A CUISINER
CUSTOM|3|404242060001|NON AFFECTE
CUSTOM|3|404242060002|LEGUMES SECS
CUSTOM|3|404242060003|RIZ ETUVE
CUSTOM|3|404242060004|NON AFFECTE
CUSTOM|3|404242060005|NON AFFECTE
CUSTOM|3|404242060006|NON AFFECTE
CUSTOM|3|404242060007|RIZ PARFUME
CUSTOM|3|404242060008|RIZ CUISINE (POELER/DOYPACK)
CUSTOM|3|404242060009|RIZ AUTRES
CUSTOM|3|404242060010|SEMOULE DE COUSCOUS
CUSTOM|3|404242060011|CEREALES A CUIRE
CUSTOM|3|404242060012|PUREE DE POMMES DE TERRE
CUSTOM|3|404242080001|CROUTONS POTAGE
CUSTOM|3|404242080002|POTAGES LIQUIDES
CUSTOM|3|404242080003|POTAGES EN SACHETS DESHYDRATES
CUSTOM|3|404242080004|POTAGES INSTANTANES
CUSTOM|3|404242090001|SAUCES POUR PATES ET RIZ
CUSTOM|3|404242090002|COULIS PULPE CONCENTRE
CUSTOM|3|404242100001|SAUCES FROIDES
CUSTOM|3|404242100002|CORNICHONS/LEG CONDIMENTAIRES
CUSTOM|3|404242100003|KETCHUP
CUSTOM|3|404242100004|MAYONNAISES
CUSTOM|3|404242100005|MOUTARDES
CUSTOM|3|404242100006|NON AFFECTE
CUSTOM|3|404242100007|NON AFFECTE
CUSTOM|3|404242100008|NON AFFECTE
CUSTOM|3|404242100009|OLIVES
CUSTOM|3|404242110001|SAUCE A NAPPER
CUSTOM|3|404242110002|AIDE CULINAIRE/SACHET CUISSON
CUSTOM|3|404242110003|BOUILLONS
CUSTOM|3|404242120001|EPICES
CUSTOM|3|404242120002|POIVRES
CUSTOM|3|404242120003|HERBES
CUSTOM|3|404242120004|MELANGES
CUSTOM|3|404242140001|SEL FIN
CUSTOM|3|404242140002|GROS SEL
CUSTOM|3|404242140003|AUTRES SELS
CUSTOM|3|404242160001|AUTRES HUILES
CUSTOM|3|404242160002|HUILE D'ARACHIDE
CUSTOM|3|404242160003|HUILE D'OLIVE
CUSTOM|3|404242160004|HUILE MELANGE
CUSTOM|3|404242160005|NON AFFECTE
CUSTOM|3|404242160006|HUILES DE TOURNESOL
CUSTOM|3|404242180001|VINAIGRE D'ALCOOL
CUSTOM|3|404242180002|VINAIGRE DE VIN
CUSTOM|3|404242180003|VINAIGRE AUTRE
CUSTOM|3|404242180004|NON AFFECTE
CUSTOM|3|404242180005|VINAIGRE BALSAMIQUE
CUSTOM|3|404242190001|VINAIGRETTE
CUSTOM|3|404242190002|SAUCE CRUDITE
CUSTOM|3|404242190003|SAUCE BI PHASEE
CUSTOM|3|404242190004|JUS DE CITRON
CUSTOM|3|404242190005|CROUTON SALADES
CUSTOM|3|404242200001|PETITS POIS / P.POIS CAROTTE
CUSTOM|3|404242200002|HARICOTS VERTS
CUSTOM|3|404242200003|TOMATES
CUSTOM|3|404242200004|MACEDOINE DE LEGUMES/JARDINIER
CUSTOM|3|404242200005|AUTRES LEGUMES POUR SALADE
CUSTOM|3|404242200006|CHAMPIGNONS
CUSTOM|3|404242200007|AUTRES LEGUMES CHAUDS
CUSTOM|3|404242200008|MAIS
CUSTOM|3|404242200009|LEGUMES SECS ET FLAGEOLETS
CUSTOM|3|404242200010|MELANGES ET CUISINES
CUSTOM|3|404242220001|SARDINES
CUSTOM|3|404242220002|THON
CUSTOM|3|404242220003|MAQUEREAUX
CUSTOM|3|404242220004|CRUSTACES
CUSTOM|3|404242220005|NON AFFECTE
CUSTOM|3|404242220006|NON AFFECTE
CUSTOM|3|404242220007|NON AFFECTE
CUSTOM|3|404242220008|DIVERS CONSERVES DE POISSONS
CUSTOM|3|404242220009|NON AFFECTE
CUSTOM|3|404242240001|VERRINES LOTS
CUSTOM|3|404242240002|VERRINES A BASE DE PORC
CUSTOM|3|404242240003|SAUCISSES
CUSTOM|3|404242240004|BOITES A BASE DE PORC
CUSTOM|3|404242240005|VERRINE GIBIER VOLAILLE
CUSTOM|3|404242240006|FOIE GRAS D'OIE ET CANARD
CUSTOM|3|404242240007|BOITES AUTRES
CUSTOM|3|404242240008|BOITES LOTS
CUSTOM|3|404242260001|CASSOULETS
CUSTOM|3|404242260002|CHOUCROUTE
CUSTOM|3|404242260003|ESCARGOTS
CUSTOM|3|404242260004|QUENELLES
CUSTOM|3|404242260005|PLATS CUISINES ITALIENS
CUSTOM|3|404242260006|NON AFFECTE
CUSTOM|3|404242260007|PLATS CUISINES MICRO ONDABLE
CUSTOM|3|404242260008|PLATS CUISINES EXOTIQUES
CUSTOM|3|404242260009|SNACKING PLATS CUISINES
CUSTOM|3|404242260010|SAUCISSES LENTILLES
CUSTOM|3|404242260011|AUTRES
CUSTOM|3|404242280001|CRACKERS
CUSTOM|3|404242280002|SOUFLES
CUSTOM|3|404242280003|GRAINES
CUSTOM|3|404242280004|SNACKING PRODUIT SALE APERITIF
CUSTOM|3|404242280005|TUILES
CUSTOM|3|404242300001|CHIPS NATURES
CUSTOM|3|404242300002|SNACKING CHIPS
CUSTOM|3|404242300003|CHIPS AROMATISEES
CUSTOM|3|404242300004|CHIPS MULTIPACKS
CUSTOM|3|404242320001|NON AFFECTE
CUSTOM|3|404242340001|VRAC UNIVERS FECULENTS
CUSTOM|3|404242360001|VRAC UNIVERS PSA
CUSTOM|3|404242380001|VRAC UNIVERS ASSAISONNEMENTS
CUSTOM|3|404343000001|PANIER ANTIGASPI SEC
CUSTOM|3|404444000001|NON AFFECTE
CUSTOM|3|404444000002|NON AFFECTE
CUSTOM|3|404444000003|ALIMENTS HUMIDES CHIENS
CUSTOM|3|404444000004|ALIMENTS SECS CHIENS
CUSTOM|3|404444000005|NON AFFECTE
CUSTOM|3|404444000006|NON AFFECTE
CUSTOM|3|404444000007|NON AFFECTE
CUSTOM|3|404444000008|NON AFFECTE
CUSTOM|3|404444000009|SNACK CHIEN
CUSTOM|3|404444000010|NON AFFECTE
CUSTOM|3|404444000011|NON AFFECTE
CUSTOM|3|404444020001|ALIMENTS HUMIDES CHATS
CUSTOM|3|404444020002|ALIMENTS SECS CHATS
CUSTOM|3|404444020003|SNACK CHATS
CUSTOM|3|404444040001|ALIMENTS POUR RONGEURS
CUSTOM|3|404444060001|ALIMENTS POUR OISEAUX
CUSTOM|3|404444080001|ALIMENTS POUR BASSE COUR
CUSTOM|3|404444100001|ALIMENTS POUR POISSONS
CUSTOM|3|404444120001|LITIERES
CUSTOM|3|404444140001|ANTI-PARASITAIRES
CUSTOM|3|404444140002|HYGIENE ET SOINS
CUSTOM|3|404444140003|JOUETS
CUSTOM|3|404444140004|ENVIRONNEMENT
CUSTOM|3|404444140006|SELLERIE
CUSTOM|3|404444160001|ANTI-PARASITAIRES
CUSTOM|3|404444160002|HYGIENE ET SOINS
CUSTOM|3|404444160003|JOUETS
CUSTOM|3|404444160004|SELLERIE
CUSTOM|3|404444160005|ENVIRONNEMENT
CUSTOM|3|404444160006|DESODORISANT LITIERE
CUSTOM|3|404444180001|ACCCESSOIRES RONGEURS
CUSTOM|3|404444180002|ACCESSOIRES POISSONS
CUSTOM|3|404444180003|ACCESSOIRES OISEAUX
CUSTOM|3|404444200001|VRAC PRODUITS ANIMAUX
CUSTOM|3|404646000001|NON AFFECTE
CUSTOM|3|404646000002|NON AFFECTE
CUSTOM|3|404646000003|NON AFFECTE
CUSTOM|3|404646000004|NON AFFECTE
CUSTOM|3|404646000005|NON AFFECTE
CUSTOM|3|404646000006|NON AFFECTE
CUSTOM|3|404646000007|NON AFFECTE
CUSTOM|3|404646000008|NON AFFECTE
CUSTOM|3|404646000009|SNACKING BOISSON GAZ. ET PLATE
CUSTOM|3|404646000010|BOISSONS PLATES AUX FRUITS
CUSTOM|3|404646000011|BOISSONS PLATES AU THE
CUSTOM|3|404646000012|BOISSONS CHOCOLATES
CUSTOM|3|404646000013|BOISSONS GAZEUSES COLAS
CUSTOM|3|404646000014|BOISSONS GAZEUSES AUX FRUITS
CUSTOM|3|404646000015|LIMONADES / LIMES / TONICS
CUSTOM|3|404646000016|BOISSON GAZEUSE ENERGY DRINK
CUSTOM|3|404646000017|BOISSONS GAZEUSES AUTRES
CUSTOM|3|404646010001|PUR JUS
CUSTOM|3|404646010002|JUS A BASE DE CONCENTRE
CUSTOM|3|404646010003|NECTAR
CUSTOM|3|404646010004|SNACKING JUS DE FRUITS
CUSTOM|3|404646020001|BIERES A LA PRESSION
CUSTOM|3|404646020002|BIERES BOCK OU MENAGE
CUSTOM|3|404646020003|BIERES DE LUXE
CUSTOM|3|404646020004|BIERES SPECIALITES
CUSTOM|3|404646020005|CIDRES
CUSTOM|3|404646020006|SNACKING BIERE ET CIDRE
CUSTOM|3|404646020007|CAVE A BIERES
CUSTOM|3|404646030001|SIROPS
CUSTOM|3|404646030002|CONCENTRE MACHINES ET BOISSONS
CUSTOM|3|404646040001|EAUX MINERALES PLATES
CUSTOM|3|404646040002|EAUX MINIRALES GAZEUSES
CUSTOM|3|404646040003|EAUX DE SOURCES PLATES
CUSTOM|3|404646040004|EAUX DE SOURCES GAZEUSES
CUSTOM|3|404646040005|SNACKING EAUX
CUSTOM|3|404646040006|EAUX SPORT
CUSTOM|3|404646050001|BOISSON AROMATISEE BABV ROUGE
CUSTOM|3|404646050002|BOISSON AROMATISEE BABV BLANC
CUSTOM|3|404646050003|BOISSON AROMATISEE BABV ROSE
CUSTOM|3|404646060001|VINS DE TABLE ROUGE
CUSTOM|3|404646060002|VINS DE TABLE BLANCS
CUSTOM|3|404646060003|VINS DE TABLE ROSES
CUSTOM|3|404646060004|NON AFFECTE
CUSTOM|3|404646060005|NON AFFECTE
CUSTOM|3|404646060006|NON AFFECTE
CUSTOM|3|404646070001|VIN DE PAYS STANDARD ROUGE
CUSTOM|3|404646070002|VIN DE PAYS STANDARD BLANC
CUSTOM|3|404646070003|VIN DE PAYS STANDARD ROSE
CUSTOM|3|404646070004|VIN DE PAYS CEPAGES ROUGE
CUSTOM|3|404646070005|VIN DE PAYS CEPAGES BLANC
CUSTOM|3|404646070006|VIN DE PAYS CEPAGES ROSE
CUSTOM|3|404646080001|LANGUEDOC-ROUSSILLON ROUGE
CUSTOM|3|404646080002|COTES DU RHONE ROUGE
CUSTOM|3|404646080003|BORDEAUX ROUGE
CUSTOM|3|404646080004|SUD-OUEST ROUGE
CUSTOM|3|404646080005|VALLEE DE LA LOIRE ROUGE
CUSTOM|3|404646080006|BEAUJOLAIS ROUGE
CUSTOM|3|404646080007|BOURGOGNE ROUGE
CUSTOM|3|404646080008|ALSACE ROUGE
CUSTOM|3|404646080009|SAVOIE/JURA ROUGE
CUSTOM|3|404646080010|PROVENCE ROUGE
CUSTOM|3|404646080011|ETRANGERS ROUGE
CUSTOM|3|404646080012|LANGUEDOC ROUSSILLON BLANC
CUSTOM|3|404646080013|COTE DU RHONE BLANC
CUSTOM|3|404646080014|BORDEAUX BLANC
CUSTOM|3|404646080015|SUD OUEST BLANC
CUSTOM|3|404646080016|VALLEE DE LA LOIRE BLANC
CUSTOM|3|404646080017|BEAUJOLAIS BLANC
CUSTOM|3|404646080018|BOURGOGNE BLANC
CUSTOM|3|404646080019|ALSACE BLANC
CUSTOM|3|404646080020|SAVOIE/JURA BLANC
CUSTOM|3|404646080021|PROVENCE BLANC
CUSTOM|3|404646080022|ETRANGERS BLANC
CUSTOM|3|404646080023|LANGUEDOC ROUSSILLON ROSE
CUSTOM|3|404646080024|COTES DU RHONE ROSE
CUSTOM|3|404646080025|BORDEAUX ROSE
CUSTOM|3|404646080026|SUD OUEST ROSE
CUSTOM|3|404646080027|VALLEE DE LA LOIRE ROSE
CUSTOM|3|404646080028|BEAUJOLAIS ROSE
CUSTOM|3|404646080029|BOURGOGNE ROSE
CUSTOM|3|404646080030|ALSACE ROSE
CUSTOM|3|404646080031|SAVOIE/JURA ROSE
CUSTOM|3|404646080032|PROVENCE ROSE
CUSTOM|3|404646080033|ETRANGERS ROSE
CUSTOM|3|404646090001|VIN DE TABLE ROUGE
CUSTOM|3|404646090002|VIN DE PAYS STANDARD ROUGE
CUSTOM|3|404646090003|VIN DE PAYS CEPAGES ROUGE
CUSTOM|3|404646090004|BABV ROUGE
CUSTOM|3|404646090005|BORDEAUX ROUGE
CUSTOM|3|404646090006|RHONE ROUGE
CUSTOM|3|404646090007|LOIRE ROUGE
CUSTOM|3|404646090008|LANGRUDOC ROUSSILLON ROUGE
CUSTOM|3|404646090009|SUD OUEST ROUGE
CUSTOM|3|404646090010|BOURGOGNE ROUGE
CUSTOM|3|404646090011|AUTRES VINS ROUGE
CUSTOM|3|404646090012|VIN DE TABLE ROSE
CUSTOM|3|404646090013|VIN DE PAYS STANDARD ROSE
CUSTOM|3|404646090014|VIN DE PAYS CEPAGES ROSE
CUSTOM|3|404646090015|BABV ROSE
CUSTOM|3|404646090016|BORDEAUX ROSE
CUSTOM|3|404646090017|RHONE ROSE
CUSTOM|3|404646090018|LOIRE ROSE
CUSTOM|3|404646090019|LANGUEDOC ROUSSILLON ROSE
CUSTOM|3|404646090020|SUD OUEST ROSE
CUSTOM|3|404646090021|BOURGOGNE ROSE
CUSTOM|3|404646090022|COTES DE PROVENCE / CORSE ROSE
CUSTOM|3|404646090023|AUTRES VINS ROSE
CUSTOM|3|404646090024|VIN DE TABLE BLANC
CUSTOM|3|404646090025|VIN DE PAYS STANDARD BLANC
CUSTOM|3|404646090026|VIN DE PAYS CEPAGES BLANC
CUSTOM|3|404646090027|BABV BLANC
CUSTOM|3|404646090028|BORDEAUX BLANC
CUSTOM|3|404646090029|RHONE BLANC
CUSTOM|3|404646090030|LOIRE BLANC
CUSTOM|3|404646090031|LANGUEDOC ROUSSILLON BLANC
CUSTOM|3|404646090032|SUD OUEST BLANC
CUSTOM|3|404646090033|BOURGOGNE BLANC
CUSTOM|3|404646090034|AUTRES VINS BLANC
CUSTOM|3|404646100001|NON AFFECTE
CUSTOM|3|404646100002|NON AFFECTE
CUSTOM|3|404646100003|MOUSSEUX ORDINAIRE
CUSTOM|3|404646100004|MOUSSEUX DE QUALITE
CUSTOM|3|404646100005|MOUSSEUX AOC
CUSTOM|3|404646100006|PETILLANTS ET AROMATISES
CUSTOM|3|404646100007|MOUSSEUX ETRANGERS
CUSTOM|3|404646100008|MOUSSEUX & PETILLANT SS ALCOOL
CUSTOM|3|404646120001|NON AFFECTE
CUSTOM|3|404646120002|CHAMPAGNES BRUT
CUSTOM|3|404646120003|CHAMPAGNES DEMI-SEC
CUSTOM|3|404646120004|CHAMPAGNES ROSE
CUSTOM|3|404646120005|CHAMPAGNES MILLESIMES
CUSTOM|3|404646120006|CHAMPAGNES CUVEES SPECIALES
CUSTOM|3|404646140001|LANGUEDOC-ROUSSILLON
CUSTOM|3|404646140002|COTES DU RHONE
CUSTOM|3|404646140003|PROVENCE
CUSTOM|3|404646140004|CORSE
CUSTOM|3|404646140005|BORDEAUX
CUSTOM|3|404646140006|SUD-OUEST
CUSTOM|3|404646140007|VALLEE DE LA LOIRE
CUSTOM|3|404646140008|BEAUJOLAIS
CUSTOM|3|404646140009|BOURGOGNE
CUSTOM|3|404646140010|ALSACE
CUSTOM|3|404646140011|JURA
CUSTOM|3|404646140012|SAVOIE
CUSTOM|3|404646140013|CUVEE D EXCEPTION
CUSTOM|3|404646140014|ETRANGERS
CUSTOM|3|404646160001|APERITIFS ANISES
CUSTOM|3|404646160002|APERITIFS ROUGES
CUSTOM|3|404646160003|APERITIFS BLANCS
CUSTOM|3|404646160004|APERITIFS ROSES
CUSTOM|3|404646180001|VINS DOUX NATURELS
CUSTOM|3|404646180002|VINS DE LIQUEURS
CUSTOM|3|404646180003|AMERS ET GENTIANE
CUSTOM|3|404646180004|PORTOS
CUSTOM|3|404646200001|DIVERS NON ALCOOLISES
CUSTOM|3|404646220001|ALCOOLS FANTAISIES
CUSTOM|3|404646220002|RHUMS
CUSTOM|3|404646220003|WHISKIES BOURBONS
CUSTOM|3|404646220004|TEQ GIN VOD/ALCOOLS ETRANGERS
CUSTOM|3|404646220005|LIQUEURS
CUSTOM|3|404646220006|COGNAC ET ARMAGNAC
CUSTOM|3|404646220007|PUNCHS ET COCKTAILS
CUSTOM|3|404646220008|FRUITS A L EAU DE VIE
CUSTOM|3|404646220009|CREMES DE FRUITS
CUSTOM|3|404646240001|VRAC BOISSON NON ALCOLLISEE
CUSTOM|3|404646250001|VRAC BIERE ET CIDRE
CUSTOM|3|404646260001|VRAC VINS
CUSTOM|3|404646280001|VRAC ALCOOLS
CUSTOM|3|404848000001|SAVONS
CUSTOM|3|404848000002|LESSIVES
CUSTOM|3|404848000003|ADOUCISSANTS
CUSTOM|3|404848000004|DETACHANTS / SOINS DU LINGE
CUSTOM|3|404848000005|NON AFFECTE
CUSTOM|3|404848000006|NON AFFECTE
CUSTOM|3|404848000007|PRODUITS DE LESSIVAGE
CUSTOM|3|404848020001|NETTOYANT MENAGER
CUSTOM|3|404848020002|PRODUITS SOLS ET MEUBLES
CUSTOM|3|404848020003|ENTRETIEN DES METAUX ET VITRES
CUSTOM|3|404848020004|ENTRETIEN WC
CUSTOM|3|404848020005|ENTRETIEN CUIRS ET CHAUSSURES
CUSTOM|3|404848020006|DESODORISANTS
CUSTOM|3|404848020007|PRODUITS FEUX
CUSTOM|3|404848020008|COMBUSTIBLES SOLIDES
CUSTOM|3|404848020009|PRODUIT ELEMENTAIRE ENTRETIEN
CUSTOM|3|404848020010|PRODUITS VAISSELLE
